Author Surname,Date,Author First name,Title of Work,Publisher,Place of Publication,Format of Work,Copy Payee Surname,Copy Payee First Name,Amount,Sheets,Book Price in Decimal,Gender,Number of Pages,Genre of Work,Payment:Sheet Ratio,Copyright Purchaser Surname,Simplified Author Surname for sorting
Mackenzie,1773,Henry,The Man of the World,"Printed for W. Strahan; and T. Cadell, in the Strand.",London,12,Mackenzie,Henry,105,25.08333333,0.3,Male,602,Prose--Fiction,4.186046512,Uknown,Mackenzie
Warren,1773,William,The Sentimental Spy,"Printed for T. Lowndes, No 77, in Fleet-Street.",London,12,Warren,William,8.4,21.08333333,0.25,Male,506,Prose--Fiction,0.398418972,Lowndes,Warren
Brydone,1773,Patrick,A Tour Through Sicily and Malta,Printed for W. Strahan; and T. Cadell.,London,8,Brydone,Patrick,500,28.5,0.6,Male,684,Prose--Travel,17.54385965,Uknown,Brydone
Hawkesworth,1773,John,"An Account of the Voyages Undertaken by the Order of His Present Majesty for Making Discoveries in the Southern Hemisphere, and Successively Performed by  Commodore Byron, Captain Wallis, Captain Carteret, and Captain Cook.",Printed for W. Strahan; and T. Cadell in the Strand.,London,4,Hawkesworth,John,6000,57.58333333,3.15,Male,1382,Prose--Travel,104.1968162,Strahan and Cadell,Hawkesworth
Leland,1773,Thomas,The History of Ireland,"Printed for J. Nourse, Bookseller to His Majesty, in the Strand; T. Longman, and G. Robinson, in Pater-Noster Row; and J. Johnson, in St. Paul’s Church-Yard.",London,4,Leland,Thomas,300,70.25,2.625,Male,1686,Prose--History,4.270462633,Uknown,Leland
Murphy,1773,Arthur,Alzuma,"Printed for T. Lowndes, No. 77, in Fleet-Street.",London ,8,Murphy,Arthur,105,3.333333333,0.075,Male,80,Drama--Tragedy,31.5,Uknown,Murphy
Thomspon,1773,Edward,"Fair Quaker of Deal The Fair Quaker: or, The Humours of the Navy","Printed for T. Lownds, in Fleet Street, and T. Bceket sic, in the Strand.",London,8,Thomspon,Edward,21,3,0.05,Male,72,Drama,7,Uknown,Thomspon
Kames,1774,"Henry Home, Lord",Sketches of the History of Man,"Printed for W. Creech, Edinburgh; and for W. Strahan, and T. Cadell, London.",Edinburgh and London,4,Kames,"Henry Home, Lord",1000,43.5,2.1,Male,1044,Prose--Politics,22.98850575,"Strahan, Cadell and Creech",Kames
Gerard,1774,Alexander,An Essay on Genius,Printed for W. Strahan; T. Cadell in the Strand; and W. Creech at Edinburgh.,London and Edinburgh,8,Gerard,Alexander,50,18.5,0.3,Male,444,Prose--Criticism/Aesthetics,2.702702703,Uknown,Gerard
"Stanhope, fourth earl of Chesterfield",1774,Philip Dormer,"Letters Written by the late Right Honourable Philip Dormer Stanhope, Earl of Chesterfield, to his Son, Philip Stanhope, Esq; Late Envoy Extraordinary at the Court of Dresden: together with Several Other Pieces on Various Subjects. Published by Mrs. Eugenia Stanhope, from the Originals Now in her Possession.",Printed for J. Dodsley in Pall-Mall.,London,4,Stanhope,Eugenia,1575,49.41666667,2.1,Male,1186,Prose--History,31.87183811,Dodsley,Stanhope
Cornish,1775,Joseph,A Blow at the Root of All Priestly Claims,"Printed for J. Johnson, No. 72, St. Paul's Church Yard.",London,8,Cornish,Joseph,5.25,3.333333333,0.075,Male,80,Prose--Religion,1.575,Johnson,Cornish
Bridges,1775,Thomas,The Dutch-man,"Printed for T. Lowndes, No. 77, Fleet-Street. ",London,8,Bridges,Thomas,10.5,1.666666667,0.05,Male,40,Drama--Musical,6.3,Uknown,Bridges
Chapone née Mulso,1775,Hester,Miscellanies in Prose and Verse,"Printed for E. and C. Dilly, in the Poultry; and J. Walter, Charing-Cross.",London,8,Chapone,Hester,250,8,0.15,Female,192,Verse,31.25,Uknown,Chapone
Johnson,1775,Samuel,A Journey to the Western Islands of Scotland,Printed for W. Strahan; and T. Cadell in the Strand.,London,8,Johnson,Samuel,150,16.16666667,0.25,Male,388,Prose--Travel,9.278350515,Strahan and Cadell,Johnson
Walker,1775,George,On the Doctrine of the Sphere,"Printed for Joseph Johnson, No. 72, St. Paul’s Church-Yard.",London,4,Walker,George,40,14.66666667,0.6,Male,352,Prose--Science,2.727272727,Johnson,Walker
Ayscough,1776,George Edward,Semiramis,"Printed for J. Dodsley, in Pall-Mall.",London,8,Ayscough,George Edward,100,3.5,0.075,Male,84,Drama,28.57142857,Uknown,Ayscough
Dalrymple,1776,"David, Sir",Annals of Scotland,"Printed by Balfour & Smellie. For J. Murray, London.",Edinburgh and London,4,Dalrymple,"David, Sir",136.5,33.91666667,0.75,Male,814,Prose--History,4.024570025,Murray,Dalrymple
Fenelon,1776,François de Salignac de la Mothe-,"The Adventures of Telemachus, the Son of Ulysses","Printed for S. Crowder, T. Longman, G. Robinson, R. Baldwin, E. Johnston, and W. Fox.",London,12,Smollett,Tobias George,70,27.08333333,0.3,Male,650,Prose--Fiction,2.584615385,"Hamilton, Sr",Fenelon
Gibbon,1776,Edward,The History of the Decline and Fall of the Roman Empire Vol 1,"Printed for W. Strahan; and T. Cadell, in the Strand.",London,4,Gibbon,Edward,490,28.75,1.05,Male,690,Prose--History,17.04347826,Uknown,Gibbon
Smith,1776,Adam,An Inquiry into the Nature and Causes of the Wealth of Nations,"Printed for W. Strahan; and T. Cadell, in the Strand.",London,4,Smith,Adam,300,46.33333333,1.8,Male,1112,Prose--Politics,6.474820144,Strahan and Cadell,Smith
Blair,1777,Hugh,Sermons,"Printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London.",Edinburgh and London,8,Blair,Hugh,100,19.91666667,0.3,Male,478,Prose--Religion,5.020920502,Uknown,Blair
Cullen,1777,William,First Lines of the Practice of Physic,"Printed for J. Murray, London; and William Creech, Edinburgh.",Edinburgh,8,Cullen,William,100,17.75,0.3,Male,426,Prose--Medical,5.633802817,Uknown,Cullen
de Camões,1777,Luís ,"The Lusiad, or, The Discovery of India",Jackson & Lister.,Oxford,4,Mickle,William Julius,1000,30.5,1.05,Male,732,Verse--Epic Poem,32.78688525,Uknown,de Camões
Ferguss,1777,n/a,The Thoughtless Ward. A Novel.,Printed for T. Lowndes,London,12,Woodington,Rhoda,10.5,12,0.15,Female,288,Prose--Fiction,0.875,Lowndes,Ferguss
Mackenzie,1777,Henry,Julia de Roubigné,"Printed for W. Strahan; and T. Cadell, in the Strand.",London,12,Mackenzie,Henry,105,17.33333333,0.3,Male,416,Prose--Fiction,6.057692308,Uknown,Mackenzie
Watson,1777,Robert,"The History of the Reign of Philip the Second, King of Spain","Printed for W. Strahan; and T. Cadell in the Strand; and J. Balfour, and W. Creech, Edinburgh.",London and Edinburgh,4,Watson,Robert,800,37.16666667,2.1,Male,892,Prose--History,21.52466368,Uknown,Watson
Burney,1778,Frances,"Evelina: or, A Young Lady’s Entrance into the World",Printed for T. Lowndes.,London,12,Burney,Frances,21,32.41666667,0.375,Female,778,Prose--Fiction,0.64781491,Lowndes,Burney
Stuart,1778,Gilbert,A View of Society in Europe,"Printed for John Bell; and J. Murray, London.",Edinburgh and London,4,Stuart,Gilbert,100,19,0.9,Male,456,Prose--Politics,5.263157895,Uknown,Stuart
"Cavendish, Duchess of Devonshire",1779,Georgiana,The Sylph,"Printed for T. Lowndes, No. 77, Fleet-Street.",London,12,Briscoe,S,12.6,20,0.25,Female,480,Prose--Fiction,0.63,Lowndes,Cavendish
Moore,1779,John,"A View of Society and Manners in France, Switzerland, and Germany","Printed for W. Strahan; and T. Cadell, in the Strand.",London,8,Moore,John,100,38.41666667,0.6,Male,922,Prose--Travel,2.603036876,Strahan and Cadell,Moore
Luckombe,1780,Philip,A Tour Through Ireland,"Printed for T. Lowndes, No 77, in Fleet-Street.",London,12,Luckombe,Philip,21,17.5,0.175,Male,420,Prose--Travel,1.2,Uknown,Luckombe
Blair,1780,Hugh,Sermons,"Printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech, Edinburgh",London and Edinburgh,8,Blair,Hugh,500,19.41666667,0.3,Male,466,Prose--Religion,25.75107296,Uknown,Blair
Bage,1782,Robert,Mount Henneth,Printed for T. Lowndes.,London,12,Bage,Robert,30,24.83333333,0.3,Male,596,Prose--Fiction,1.208053691,Lowndes,Bage
Scott,1782,Helenus,The Adventures of a Rupee,"Printed for J. Murray, No. 32, Fleet-Street.",London,12,Scott,Helenus,5.25,11.91666667,0.15,Female,286,Prose--Fiction,0.440559441,Murray,Scott
Burney,1782,Frances,"Cecilia: or, Memoirs of an Heiress.","Printed for T. Payne and Son at the Mews-Gate, and T. Cadell in the Strand.",London,12,Burney,Frances,250,68.5,0.625,Female,1644,Prose--Fiction,3.649635036,Payne/Cadell,Burney
Gast,1782,John,The History of Greece,Printed for J. Murray.,London,4,Gast,John,48,30.66666667,0.8,Male,736,Prose--History,1.565217391,Uknown,Gast
St. John de Crèvecoeur,1782,J. Hector,"Letters from an American farmer, describing certain provincial situations, manners and customs not generally known. By J. Hector St. John, a farmer in Pennsylvania","Printed for Thomas Davies In Russel Street Covent-Garden, and Lockyer Davis In Holborn, MDCCLXXXII",London,8,,,31.5,14,0.25,Male,336,Prose--Travel,2.25,Uknown,St. John de Crèvecoeur
Beattie,1783,James,"Dissertations, Moral and Critical","Printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh.",London and Edinburgh,4,Beattie,James,200,28.41666667,1.05,Male,682,Prose--Philosophy,7.038123167,Uknown,Beattie
Blair,1783,Hugh,Lectures on rhetoric and belles lettres.,"London: printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh",London and Edinburgh,4,Blair,Hugh,1500,44.16666667,2.1,Male,1060,Prose--Criticism/Aesthetics,33.96226415,Uknown,Blair
Cowley,1783,Hannah,Which is the Man?,"Printed for C. Dilly, in the Poultry.",London,8,Cowley,Hannah,50,2.5,0.075,Female,60,Drama--Comedy,20,Uknown,Cowley
Ferguson,1783,Adam,The History of the Progress and Termination of the Roman Republic,"Printed for W. Strahan; T. Cadell, in the Strand; and W. Creech, in Edinburgh.",London and Edinburgh,4,Ferguson,Adam,2000,67.83333333,3.15,Male,1628,Prose--History,29.48402948,Uknown,Ferguson
Godwin,1784,William,"Italian Letters: or, The History of the Count de St. Julian",Printed for G. Robinson.,London,8,Godwin,William,21,15.5,0.25,Male,372,Prose--Fiction,1.35483871,Robinson,Godwin
Godwin,1784,William,Damon and Delia,"Printed for T. Hookham, at his Circulating Library, New Bond-Steet, Corner of Bruton-Street. ",London,8,Godwin,William,3.15,7.833333333,0.25,Male,188,Prose--Fiction,0.40212766,Hookham,Godwin
Godwin,1784,William,Imogen.  A Pastoral Romance,"Printed for William Lane, Leadenhall-Street.",London,12,Godwin,William,10,16,0.25,Male,384,Prose--Fiction,0.625,Lane,Godwin
Andrews,1784,Miles Peter,The Reparation,"Printed for T. and W. Lowndes, No 77, in Fleet-Street.",London,8,Andrews,Miles Peter,52.5,4,0.075,Male,96,Drama--Comedy,13.125,Lowndes,Andrews
Cullen,1784,William,First Lines of the Practice of Physic,"Printed for C. Elliot, Edinburgh; and T. Cadell, London.",Edinburgh and London,8,Cullen,William,1200,76.25,0.35,Male,1830,Prose--Medical,15.73770492,Uknown,Cullen
Gifford,1785,Arthur,"The Omen: or, Memoirs of Sir Henry Melville and Miss Julia Eastbrook","Printed for W. Lowndes.
",London,12,Gifford,Arthur,10.5,21.08333333,0.25,Male,506,Prose--Fiction,0.498023715,Lowndes,Gifford
Inchbald,1785,Elizabeth,Appearance is Against Them,"Printed for G. G. J. and J. Robinson, Pater-Noster Row.",London,8,Inchbald,Elizabeth,30,2.166666667,0.05,Female,52,Drama--Afterpiece,13.84615385,Uknown,Inchbald
Thomson,1785,Alexander,"Memoirs of a Pythagorean. In which are delineated the manners, customs, genius, and polity of ancient nations. Interspersed with a Variety of Anecdotes. ","Printed for G. G. J. and J. Robinson, Pater-Noster Row.",London,8,Thomson,Alexander,26.25,22.91666667,0.375,Male,550,Prose--Fiction,1.145454545,Robinson,Thomson
Beattie,1786,James,Evidences of the Christian Religion,"Printed for A. Strahan and T. Cadell, London; and W. Creech, Edinburgh.",Edinburgh,8,Beattie,James,63,14.25,0.25,Male,342,Prose--Religion,4.421052632,Uknown,Beattie
Delap,1786,John,The Captives,"Printed for T. Cadell, in the Strand.",London,8,Delap,John,100,3.666666667,0.075,Male,88,Drama--Tragedy,27.27272727,Cadell,Delap
Macnally,1786,Leonard,Richard Coeur de Lion,"Printed for T. Cadell, in the Strand. ",London,8,Macnally,Leonard,78,2.916666667,0.05,Male,70,Drama--Afterpiece,26.74285714,Uknown,Macnally
Piozzi,1786,Hester Thrale,"Anecdotes of the Late Samuel Johnson, LL.D. during the Last Twenty Years of his Life",Printed for T. Cadell in the Strand.,London,8,Piozzi,Hester Thrale,150,13.16666667,0.25,Female,316,Prose--History,11.39240506,Cadell,Piozzi
Burke,1787,Anne,"Ela: or, The Delusions of the Heart. A Tale, Founded on Facts.",Printed for G. G. J. and J. Robinson.,London,12,Ustick (or Urtick?),Anne,5.25,11,0.125,Female,264,Prose--Fiction,0.477272727,Robinson,Burke
Dodd,1787,Charles,The Curse of Sentiment,"Printed for G. G. J. and J. Robinson, Pater-Noster Row.",London,12,Dodd,Charles,21,20.25,0.25,Male,486,Prose--Fiction,1.037037037,Robinson,Dodd
Heriot,1787,John,The Sorrows of the Heart,"Printed for J. Murray, No. 32, Fleet-Street.",London,12,Heriot,John,10,17.75,0.25,Male,426,Prose--Fiction,0.563380282,Murray,Heriot
Burns,1787,Robert ,"Poems, Chiefly in the Scottish Dialect","Printed for the author, and sold by William Creech.",Edinburgh,8,Burns,Robert,105,17,0.15,Male,408,Verse,6.176470588,Uknown,Burns
Damaniant,1787,M. Antoine-Jean,The midnight hour,Printed for G. G. J. and J. Robinson.,London,8,Inchbald,Elizabeth,31.5,2.166666667,0.05,Male,52,Drama--Afterpiece,14.53846154,Theatre,Damaniant
"Épinay, Marquise d’",1787,Louise Florence Pétronille Tardieu dÉsclavelles,The Conversations of Emily,"Printed and sold by John Marshall and Co., at No. 4, Aldermary Church Yard, in Bow-Lane.",London,12,Lyons,Lewis,5.25,31,0.35,Female,744,Prose--Fiction,0.169354839,Robinson,Épinay
MacKenzie,1788,Anna Maria,Retribution,Printed by G.G.J. and J. Robinson.,London,8,MacKenzie,Anna Maria,21,24.08333333,0.375,Female,578,Prose--Fiction,0.871972318,Robinson,MacKenzie
Rose,1788,John,"A Quarter of an Hour Before Dinner: or, Quality Binding","Printed for W. Lowndes, No. 77, Fleet Street. ",London,8,Rose,John,10.5,1,0.05,Male,24,Drama,10.5,Uknown,Rose
Thomson,1788,Anna,"Fatal Follies: or, The History of the Countess of Stanmore","Printed for G. G. J. and J. Robinson, Paternoster Row.",London,12,Thomson,William,52.5,40.08333333,0.5,Female,962,Prose--Fiction,1.30977131,Robinson,Thomson
Cobb,1788,James,"Love in the East: or, The Adventures of Twelve Hours","Printed for W. Lowndes, No. 77, Fleet-Street.",London,8,Cobb,James,126,3.666666667,0.075,Male,88,Drama--Comic Opera,34.36363636,Uknown,Cobb
Gibbon,1788,Edward,The History of the Decline and Fall of the Roman Empire Vols 4–6,"London: printed for A. Strahan; and T. Cadell, in the Strand.",London,4,Gibbon,Edward,4000,85.25,3.15,Male,2046,Prose--History,46.92082111,Uknown,Gibbon
Rowson,1788,Susanna,"The Inquisitor: or, Invisible Rambler","Printed for G. G. J. and J. Robinson, Paternoster Row.",London,8,Rowson,Susanna,30,23.66666667,0.375,Female,568,Prose--Fiction,1.267605634,Robinson,Rowson
Timbury,1788,Jane,The Male Coquet,Printed for J. Murray.,London,12,Timbury,Jane,5.25,13.5,0.25,Female,324,Prose--Fiction,0.388888889,Murray,Timbury
Hayley,1789,William,"The Young Widow; or, the History of Cornelia Sedley, in a Series of Letters.",Printed for G. G. J. and J. Robinson.,London,12,Hayley,William,200,49.33333333,0.6,Male,1184,Prose--Fiction,4.054054054,Robinson,Hayley
Moore,1789,John,Zeluco,Printed for A. Strahan; and T. Cadell.,London,8,Moore,John,500,42.5,0.7,Male,1020,Prose--Fiction,11.76470588,Strahan and Cadell,Moore
Woodfin,1789,Juliana Latitia,"Louisa Forrester; or, characters drawn from real life.","Printed for W. Lane, Leadenhall-Street.",London,12,Woodfin,Juliana Latitia,2.625,26.66666667,0.375,Female,640,Prose--Fiction,0.0984375,Uknown,Woodfin
Cullen,1789,William,A Treatise of the Materia Medica,"Printed for Charles Elliot, and for C. Elliot & T. Kay, London.",Edinburgh,4,Cullen,William,1500,44.33333333,0.9,Male,1064,Prose--Medical,33.83458647,Uknown,Cullen
Darwin,1789,Erasmus,The Loves of the Plants part II of The Botanic Garden,"Sold by J. Johnson, St. Paul's Church Yard.",Lichfield and London,4,Darwin,Erasmus,300,8.5,0.6,Male,204,Verse,35.29411765,Johnson,Darwin
Leechman,1789,William,Sermons,"Printed for A. Strahan; and T. Cadell in the Strand; and E. Balfour, and W. Creech, Edinburgh.",London and Edinburgh,8,Wodrow,James,160,38.08333333,0.6,Male,914,Prose--Religion,4.20131291,Cadell,Leechman
Piozzi,1789,Hester Thrale,"Observations and reflections made in the course of a journey through France, Italy, and Germany",Printed for A. Strahan; and T. Cadell.,London,8,Piozzi,Hester Thrale,500,35,0.6,Female,840,Prose--Travel,14.28571429,Cadell,Piozzi
Armstrong,1790,John,The Confidential Letters of Albert; From his First Attachment to Charlotte to her Death. From The Sorrows of Werter,"Printed by John Crowder, for G. G. J. and J. Robinson, Pater-Noster-Row. ",London,12,Eden,Anna,10.5,9.416666667,0.15,Male,226,Prose--Fiction,1.115044248,Robinson,Armstrong
Beattie,1790,James,Elements of Moral Science,"Printed for T. Cadell, London; and William Creech, Edinburgh.",London and Edinburgh,8,Beattie,James,210,48,0.75,Male,1152,Prose--Philosophy,4.375,Uknown,Beattie
Blair,1790,Hugh,Sermons,"Printed for A. Strahan; and T. Cadell in the Strand; and W. Creech, Edinburgh.",London i.e. Edinburgh,8,Blair,Hugh,600,18.58333333,0.3,Male,446,Prose--Religion,32.28699552,Uknown,Blair
Smellie,1790,William ,Philosophy of Natural History,"Printed for the heirs of Charles Elliot; and C. Elliot and T. Kay, T. Cadell, and G. G. J. & J. Robinsons, London.",Edinburgh and London,4,Smellie,William,1050,23.5,1.05,Male,564,Prose--Science,44.68085106,Elliot,Smellie
White,1790,James,"The Adventures of John of Gaunt, Duke of Lancaster","Printed by John Crowder, for G. G. J. and J. Robinson, Pater-Noster-Row. ",London,12,White,James,57.75,32.5,0.45,Male,780,Prose--Fiction,1.776923077,Robinson,White
Musäus,1791,Johann Karl August,Popular Tales of the Germans,Printed for J. Murray.,London,12,Beddoes,Thomas,31.5,22.83333333,0.3,Male,548,Prose--Fiction,1.379562044,Murray,Musäus
Purbeck,1791,Elizabeth and Jane ,"William Thornborough, the Benevolent Quixote.","Printed for G. G. J. and J. Robinson, Paternoster-Row. ",London,12,Dalrymple,Frances Eleanor,22.05,38.41666667,0.6,Female,922,Prose--Fiction,0.573969631,Robinson,Purbeck
Thomson,1791,Anna,The Labyrinths of Life,Printed for G. G. J. and J. Robinson.,London,12,Thomson,Anna,40,39.25,0.6,Female,942,Prose--Fiction,1.01910828,Robinson,Thomson
Adam,1791,Alexander,"Roman Antiquities: or, A Description of the Manners and Customs of the Romans","Printed for A. Strahan, and T. Cadell, London; and William Creech, Edinburgh.",London and Edinburgh,12,Adam,Alexander,600,24.66666667,0.25,Male,592,Prose--History,24.32432432,Uknown,Adam
Boswell,1791,James,"The Life of Samuel Johnson, LL.D.","Printed by Henry Baldwin, for Charles Dilly, in the Poultry.",London,4,Boswell’s children,,300,47.41666667,2.4,Male,1138,Prose--History,6.326889279,Uknown,Boswell
Darwin,1791,Erasmus,The Economy of Vegetation Part I of the Botanic Garden,"Printed for J. Johnson, St. Paul's Church-Yard.",London,4,Darwin,Erasmus,400,14.83333333,1.05,Male,356,Verse,26.96629213,Johnson,Darwin
Inchbald,1791,Elizabeth,A Simple Story,Printed for G. G. J. and J. Robinson.,London,8,Inchbald,Elizabeth,200,36.5,0.6,Female,876,Prose--Fiction,5.479452055,Robinson,Inchbald
Mackintosh,1791,"James, Sir",Vindiciae Gallicae. Defence of the French Revolution and its English Admirers Against the Accusations of the Right Hon. Edmund Burke,"Printed for G. G. J. and J. Robinson, Paternoster-Row.",London,8,Mackintosh,"James, Sir",30,14.83333333,0.25,Male,356,Prose--History,2.02247191,Uknown,Mackintosh
Ferguson,1792,Adam,Principles of Moral and Political Science,"Printed for A. Strahan and T. Cadell, London; and W. Creech, Edinburgh.",London and Edinburgh,4,Ferguson,Adam,800,36.33333333,1.8,Male,872,Prose--Politics,22.01834862,"Strahan, Cadell and Creech",Ferguson
Perrin,1792,Pierre,The Female Werter,Printed for G. G. J. and J. Robinson,London,8,Street,Thomas George,8.4,17.75,0.525,Male,426,Prose--Fiction,0.473239437,Robinson,Perrin
Richardson,1792,Joseph,The fugitive,"Printed for J. Debrett, Opposite Burlington-House, Piccadilly. ",London,8,Richardson,Joseph,100,4.083333333,0.075,Male,98,Drama--Comedy,24.48979592,Theatre,Richardson
Smith,1792,Charlotte,Desmond,"Printed for G.G.J. and J. Robinson, Pater-Noster-Row.",London,12,Smith,Charlotte,135.25,38.91666667,0.45,Female,934,Prose--Fiction,3.475374732,Robinson,Smith
Somerville,1792,Thomas,"The History of Political Transactions, and of Parties, from the Restoration of King Charles the Second, to the Death of King William","Printed for A. Strahan; and T. Cadell, in the strand.",London,4,Somerville,Thomas,300,26.41666667,1.25,Male,634,Prose--History,11.35646688,Uknown,Somerville
Stewart,1792,Dugald,Elements of the Philosophy of the Human Mind,"Printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh.",London and Edinburgh,4,Stewart,Dugald,500,71.66666667,1.25,Male,1720,Prose--Philosophy,6.976744186,Uknown,Stewart
English,1793,Thomas,"The annual register, or a view of the history, politics, and literature, for the year 1790.",Printed for J. Dodsley.,London,8,English,Thomas,157.5,21.58333333,0.45,Male,518,Prose--Periodical,7.297297297,Dodsley,English
Inchbald,1793,Elizabeth,Every one has his fault,"Printed for G. G. J. and J. Robinson, Paternoster-Row.",London,8,Inchbald,Elizabeth,100,5,0.075,Female,120,Drama--Comedy,20,Theatre,Inchbald
O’Keeffe,1793,John,World in a Village,"Printed for J. Debrett, opposite Burlington House, Piccadilly.",London,8,O’Keeffe,John,150,3.333333333,0.075,Male,80,Drama--Comedy,45,Debrett,O’Keeffe
Reynolds,1793,Frederick,How to grow rich,"Printed for T. N. Longman, Paternoster-Row.",London,8,Reynolds,Frederick,125,3.166666667,0.075,Male,76,Drama--Comedy,39.47368421,Uknown,Reynolds
Adam,1794,Alexander,"A Summary of Geography and History, Both Ancient and Modern","Printed for A. Strahan and T. Cadell, London; and Bell & Bradfute and W. Creech, Edinburgh; Printed for T. Cadell and A. Strahan.",Edinburgh,8,Adam,Alexander,800,31.25,0.45,Male,750,Prose--History,25.6,Uknown,Adam
Blair,1794,Hugh,Sermons,"Printed for A. Strahan; and T. Cadell in the Strand; and W. Creech, Edinburgh.",London i.e. Edinburgh,8,Blair,Hugh,600,18.91666667,0.3,Male,454,Prose--Religion,31.71806167,Uknown,Blair
Pearson,1794,Susanna,The Medallion,Printed for G. G. and J. Robinson.,London,12,Pearson,Sarah,26.25,28.58333333,0.45,Female,686,Prose--Fiction,0.918367347,Robinson,Pearson
Radcliffe,1794,Anne Ward,The Mysteries of Udolpho,"Printed for G. G. and J. Robinson, Paternoster-Row.",London,12,Radcliffe,Anne Ward,500,75.83333333,1,Female,1820,Prose--Fiction,6.593406593,Robinson,Radcliffe
Davies,1795,Edward,"Elisa Powell: or Trials of Sensibility: a Series of Original Letters, Collected by a Welsh Curate","Printed for G. G. and J. Robinson, Pater Noster Row.",London,12,Davies,Edward,21,25.25,0.3,Male,606,Prose--Fiction,0.831683168,Robinson,Davies
Tschink ,1795,Cajetan,"The Victim of Magical Delusion: or, the Mystery of the Revolution of P__L a Magico-Political Tale.","Printed for G. G. and J. Robinson, Pater-Noster-Row.",London,12,Will,Peter,40,37.66666667,0.45,Male,904,Prose--Fiction,1.061946903,Robinson,Tschink 
Yearsley,1795,Ann,The Royal Captives: a Fragment of Secret History.,"Printed for G. G. and J. Robinson, Pater-Noster Row.",London,12,Yearsley,Ann,200,47.16666667,0.3,Female,1132,Prose--Fiction,4.240282686,Robinson,Yearsley
Burney married name D'Arblay,1796,Frances,"Camilla: or, A Picture of Youth",Printed for T. Payne; and T. Cadell Jun. and W. Davies (successors to Mr. Cadell).,London,12,Burney,,1000,72.41666667,1.05,Female,1738,Prose--Fiction,13.80897583,Cadell,Burney
Fitz-John,1796,Matilda,Joan!!!,"Printed for Hookham and Carpenter, Old Bond Street.",London?,12,Fitz John,Matilda,63,50.16666667,0.7,Female,1204,Prose--Fiction,1.255813953,Hookham,Fitz-John
Inchbald,1796,Elizabeth,Nature and Art,Printed for G. G. and J. Robinson.,London,8,Inchbald,Elizabeth,150,16.5,0.35,Female,396,Prose--Fiction,9.090909091,Robinson,Inchbald
Moore,1796,John,Edward,"Printed for A. Strahan, and T. Cadell jun. and W. Davies (successors to Mr. Cadell),in the Strand.",London,8,Moore,John,800,46.83333333,0.9,Male,1124,Prose--Fiction,17.08185053,Uknown,Moore
Morton,1796,Thomas,The way to get married,"Printed for T. N. Longman, Paternoster-Row.",London,8,Morton,Thomas,140,4.166666667,0.1,Male,100,Drama--Comedy,33.6,Theatre,Morton
Southey,1796,Robert,Joan of Arc,"Printed by Bulgin and Rosser, for Joseph Cottle, Bristol, and Cadell and Davies, and G. G. and J. Robinson, London.",Bristol,4,Southey,Robert,52.5,17.58333333,1.05,Male,422,Verse--Epic Poem,2.985781991,Uknown,Southey
Aristotle,1797,,Aristotle’s Ethics and Politics,Printed for A. Strahan; and T. Cadell jun. and W. Davies.,London,4,Gillies,John,400,37.66666667,2.1,Male,904,Prose--Politics,10.61946903,"Strahan, Cadell & Davies",Aristotle
Morton,1797,Thomas,A cure for the heart ache,"Printed for T. N. Longman, Paternoster Row.",London,8,Morton,Thomas,150,3.666666667,0.1,Male,88,Drama,40.90909091,Theatre,Morton
Parsons,1797,Eliza,"An Old Friend With a New Face.
",Printed for T. N. Longman.,London,12,Parsons,Eliza,73.5,31.08333333,0.525,Female,746,Prose--Fiction,2.36461126,Longman,Parsons
Pratt,1797,Samuel Jackson,"Family secrets, literary and domestic.","Printed for T.N. Longman, Paternoster-Row.",London,12,Pratt,Samuel Jackson,225,100.1666667,1.25,Male,2404,Prose--Fiction,2.24625624,Longman,Pratt
Radcliffe,1797,Ann Ward,The Italian: or The Confessional of the Black Penitents.,Printed for T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand.,London,12,Radcliffe,Ann Ward,800,48.33333333,0.75,Female,1160,Prose--Fiction,16.55172414,Cadell/Davies,Radcliffe
Robinson,1797,Mary,"Walsingham: or, the Pupil of Nature.","Printed for T. N. Longman, Paternoster-Row.",London,12,Robinson,Mary,150,59,0.8,Female,1416,Prose--Fiction,2.542372881,Longman,Robinson
Kotzbue,1798,Augustus von,Lovers’ vows,"Printed for G. G. and J. Robinson, Pater-Noster-Row.",London,8,Inchbald,Elizabeth,150,4.166666667,0.1,Male,100,Drama,36,Theatre,Kotzbue
Morton,1798,Thomas,Secrets worth knowing,"Printed for T. N. Longman, Paternoster Row.",London,8,Morton,Thomas,150,3.333333333,0.1,Male,80,Drama--Comedy,45,Theatre,Morton
Somerville,1798,Thomas,The History of Great Britain During the Reign of Queen Anne,"Printed for A. Strahan; and T. Cadell Jun. and W. Davies, in the Strand.",London,4,Somerville,Thomas,250,29.33333333,1.25,Male,704,Prose--History,8.522727273,Strahan and Cadell,Somerville
